id,price
1,723859.3125
2,716936
3,461464.71875
4,408134.5
5,987795.5625
6,387192.8125
7,230764.765625
8,363017.65625
9,351139.34375
10,498392.78125
11,1162010.75
12,365713.8125
13,1668962.375
14,530868.5625
15,580769.3125
16,1704672.25
17,513840.0625
18,379195
19,554714.5
20,448032.625
21,504301.9375
22,1212253.125
23,532019.125
24,704572.9375
25,346037.8125
26,229550.890625
27,773688.25
28,235927.296875
29,603391.3125
30,194803.21875
31,714018.6875
32,739359.8125
33,422608.71875
34,203446.78125
35,261696.421875
36,232484.890625
37,279819.9375
38,604113.25
39,620307.375
40,818379.0625
41,676343.0625
42,455460.59375
43,892212.0625
44,224734.421875
45,275478.78125
46,525354.8125
47,402240.75
48,882606.5625
49,955781.8125
50,2894213.25
51,366804.875
52,834866.0625
53,755707.1875
54,354217.21875
55,519392.3125
56,510168.34375
57,505065.5
58,549836.875
59,382714.875
60,243566.53125
61,237761.0625
62,292402.625
63,411239.125
64,853924.0625
65,304447.3125
66,513811.375
67,787585.9375
68,300414.625
69,832628.0625
70,591799.8125
71,454928.5625
72,466378.125
73,784528.0625
74,1219922.125
75,449797.75
76,2819025.75
77,349787.3125
78,626092.3125
79,448155.4375
80,1774884.75
81,247936.40625
82,416196.5
83,428482.375
84,836505.5625
85,398357.59375
86,437410.21875
87,429937.3125
88,319108.28125
89,370142.125
90,247752.25
91,546848.0625
92,267900.15625
93,550876.5625
94,464654.375
95,857279.9375
96,643956.5625
97,1164128.875
98,412765.4375
99,658889.3125
100,304078.8125
101,517185.46875
102,439911.59375
103,303908.5625
104,516719.9375
105,298475.90625
106,774096.5
107,652579.375
108,467526.4375
109,615677.5
110,395208.71875
111,735230.9375
112,531076
113,299839.375
114,406366.28125
115,240424.265625
116,372702.4375
117,292348.03125
118,1086756.875
119,189705.4375
120,278486.625
121,1045060.6875
122,312840.09375
123,388693.3125
124,634755.4375
125,324181
126,319936.3125
127,677171.5
128,882684.25
129,783870.5625
130,239932.328125
131,678249.9375
132,496399.9375
133,408674.4375
134,411902.65625
135,438250.21875
136,602140.25
137,1341948.375
138,294544.4375
139,508866.5625
140,729135.9375
141,701284.3125
142,315353.875
143,747458.3125
144,581354.1875
145,561745.4375
146,813254.0625
147,1988565.75
148,338277.71875
149,512334.625
150,1144852.25
151,1258799.875
152,1081221.5
153,300726
154,866278.6875
155,503226.5625
156,296660.625
157,178259.53125
158,436145
159,203933.359375
160,529001.9375
161,663483.25
162,458131.90625
163,577289.6875
164,547250.25
165,552912.5625
166,360350.84375
167,509650.625
168,642850.8125
169,297782.25
170,483687.6875
171,538229
172,623748.6875
173,184282.5625
174,302924.09375
175,390497.65625
176,286631.625
177,351409.6875
178,420328.53125
179,401871.4375
180,225098.734375
181,632104.1875
182,385325.53125
183,462155.28125
184,1008375.875
185,460284
186,447380.59375
187,563986.3125
188,486560.5625
189,702894.3125
190,517245.25
191,261665.265625
192,814002.125
193,425612.5
194,258919.328125
195,370587.875
196,207456.796875
197,330158.75
198,1069963.5
199,229018.890625
200,562202.625
201,284331.15625
202,531375
203,797619.1875
204,1528073.75
205,804811.3125
206,233131.484375
207,759771.375
208,651584.5
209,270805.5625
210,434179.8125
211,308705.625
212,651873.625
213,278214.15625
214,251477.390625
215,700245.8125
216,323658.0625
217,345874.625
218,741993.0625
219,521884.34375
220,688974.4375
221,493668.71875
222,802791.5
223,289451.875
224,278398.8125
225,211326.078125
226,1068199.5
227,403193.21875
228,353714.65625
229,2150287
230,578098.75
231,924624.6875
232,437417.59375
233,198217.640625
234,547315.0625
235,577901.9375
236,809025.4375
237,265447.21875
238,503316.5
239,547726.75
240,193811.578125
241,375429.125
242,435415.78125
243,1013050.4375
244,299755.8125
245,959910.4375
246,193292.359375
247,655863.1875
248,4141955.75
249,278391.625
250,253087.34375
251,288165.46875
252,385133.25
253,352982.5625
254,325586.5625
255,324961.1875
256,344946.4375
257,457768.8125
258,947708.75
259,288467.3125
260,324377.78125
261,306342.53125
262,654851.4375
263,603314.9375
264,483254.9375
265,1113282.875
266,835590.125
267,339343.0625
268,405799.1875
269,460145.28125
270,532413.625
271,449358.34375
272,497945.0625
273,485724.375
274,480127.0625
275,451939.3125
276,466441.40625
277,794545.8125
278,390971.0625
279,204138.421875
280,494387.5
281,490963.875
282,366747.1875
283,469001.0625
284,470312.6875
285,1071235.875
286,769654.4375
287,281027.59375
288,993979.5
289,388247.71875
290,755836.875
291,575750.6875
292,272062.03125
293,427739.5625
294,787516.8125
295,238605.09375
296,631415.9375
297,269924.5625
298,493277.40625
299,274390.96875
300,758022
301,1603618.875
302,298729.34375
303,822980.5625
304,831588.9375
305,436152.875
306,496673.6875
307,510179.8125
308,1068447.5
309,243345.234375
310,170364.828125
311,690974.3125
312,419590.78125
313,495366.9375
314,541850.8125
315,521085.625
316,511634.5625
317,597407.75
318,1536043.25
319,473505.5
320,626839.125
321,499925.5
322,484745.1875
323,479978.6875
324,448132.71875
325,927699.4375
326,537698.3125
327,435339.75
328,703290.3125
329,991338
330,367373.125
331,408655.9375
332,820679.0625
333,289453.71875
334,407539.71875
335,324944.25
336,326692.375
337,990464.6875
338,874942.8125
339,546633.0625
340,420030.5
341,282054.8125
342,850273.25
343,611320.875
344,353931.125
345,622070.5625
346,439173.5
347,371450.75
348,595393.3125
349,1380071.125
350,223602.140625
351,185175.140625
352,683260.75
353,402567.40625
354,522692.875
355,863822
356,164645.109375
357,305279.75
358,870082.625
359,399320.125
360,556936.9375
361,580080.625
362,745714.3125
363,600938.0625
364,669267.3125
365,806241.0625
366,304579.1875
367,239885.640625
368,391527.625
369,524154
370,320419.3125
371,570153.3125
372,309897
373,458393.25
374,377365.5625
375,223263.609375
376,933949.6875
377,369234.1875
378,457946.96875
379,549709.8125
380,1179161.625
381,623171.4375
382,606096.375
383,243827.390625
384,380263.21875
385,419982.5625
386,315831.0625
387,587077.625
388,437748.5625
389,292182.84375
390,439764.90625
391,737355.1875
392,334847.03125
393,509089.875
394,397074.84375
395,523867.4375
396,1605468.375
397,1895979
398,768451.0625
399,476887.9375
400,671792.8125
401,204637.453125
402,798390.9375
403,474418.375
404,644756.625
405,327649.375
406,500243.21875
407,364326.6875
408,884352.6875
409,1148598.25
410,253366.5
411,395607.0625
412,648153.125
413,718050.25
414,1155053.75
415,417470.0625
416,603290.9375
417,1401922.125
418,1055305
419,514095.4375
420,509517.375
421,221752.046875
422,259683.484375
423,580497.5
424,406382.75
425,237763.546875
426,472467.65625
427,1500584.625
428,449121.8125
429,545315.1875
430,435380.1875
431,241852.46875
432,506295
433,716532.25
434,400553.3125
435,211185.109375
436,275462.75
437,893378.5
438,196103.0625
439,765338.0625
440,557365.5625
441,329673.375
442,493054.28125
443,373720.6875
444,313906.5
445,1143669.375
446,365223.78125
447,585467
448,360407.09375
449,556503.1875
450,345889.78125
451,262951.0625
452,289899.9375
453,285255.53125
454,339086.1875
455,1258534.25
456,503540.8125
457,323924.3125
458,353679.8125
459,438921.4375
460,469676.3125
461,774933.3125
462,339741.75
463,518752.15625
464,455000.5
465,439088.0625
466,673547.0625
467,571193.9375
468,469907.625
469,2744308.5
470,513028.59375
471,641588.9375
472,434552.75
473,426909.25
474,726150.75
475,350735.375
476,341242.125
477,776528.8125
478,895507.5625
479,430924.3125
480,1362334.625
481,234246.140625
482,619188.3125
483,685337.3125
484,2804742.25
485,683344.6875
486,364267.4375
487,567849.75
488,379382.15625
489,1023856.3125
490,483036.875
491,503599.78125
492,1207846.125
493,634008.3125
494,599525.5625
495,700736.3125
496,337249.8125
497,1263218.125
498,365484.8125
499,252642.796875
500,295807.8125
501,757324.75
502,412821.40625
503,571502.375
504,1103546.625
505,359522.78125
506,520976.21875
507,832415.9375
508,522785.1875
509,1152281.125
510,213912.40625
511,571703.75
512,522914.75
513,273376.71875
514,506815.75
515,353631.6875
516,1219520.625
517,739378.0625
518,327835.9375
519,635558.1875
520,415043.1875
521,812963.1875
522,692663.125
523,255785.484375
524,386467.625
525,370848.03125
526,651010.4375
527,336616.21875
528,260503.375
529,490777.875
530,428641.96875
531,637837.8125
532,575905.125
533,414570.375
534,977208.1875
535,228004.515625
536,608172.9375
537,558055.25
538,434034.59375
539,331875.21875
540,1001480.4375
541,417471.8125
542,712392.0625
543,435115.28125
544,277021.625
545,959395.125
546,608882.8125
547,976756.9375
548,234127.671875
549,560688.5625
550,343793.9375
551,1025241.8125
552,1062599
553,868754.0625
554,538284.3125
555,440278.875
556,292612.5
557,361560.3125
558,1123150.875
559,240814.84375
560,220633.15625
561,224157.953125
562,368974.875
563,655917.75
564,460801.46875
565,266860.53125
566,1261990.75
567,210310.40625
568,488939.9375
569,187858.78125
570,1302091.375
571,234839.28125
572,1153885
573,696713.9375
574,701210.375
575,442738.34375
576,1066802.125
577,846796.5625
578,282704
579,347382.0625
580,701594.1875
581,360322.5625
582,591010.3125
583,1436576.125
584,803330.375
585,874639.8125
586,499032.0625
587,701214.125
588,495883.59375
589,2136033.75
590,507551.46875
591,335604.5
592,1092638.5
593,461115.9375
594,408627.59375
595,452280.875
596,1508753.125
597,352989.75
598,587384.0625
599,287481.5
600,335401.78125
601,205285.296875
602,290994.9375
603,542421.0625
604,1371060.125
605,273653.96875
606,773332.1875
607,333492.875
608,184671.625
609,597682.25
610,393165.625
611,905710.4375
612,657121.8125
613,1168561
614,319575.6875
615,496669.03125
616,310089.59375
617,1734305.375
618,218832.671875
619,620777.0625
620,474679.4375
621,359351.5625
622,385340.03125
623,397441.875
624,613914.25
625,441721.6875
626,282542.59375
627,754258.1875
628,535365.875
629,661816.125
630,262934.75
631,356556.21875
632,498669.0625
633,447406.75
634,386575.53125
635,1221691.25
636,541782.125
637,291770.5625
638,462707.125
639,529540.9375
640,1082430.625
641,1069440.75
642,425334.71875
643,386847.875
644,1740890.125
645,512092.78125
646,896424.3125
647,1648987.375
648,284749.5625
649,296160.1875
650,401270.5
651,561509.4375
652,214274.6875
653,449431.8125
654,865474.375
655,987076.3125
656,250358.390625
657,294528
658,400120.34375
659,406775
660,365039.65625
661,326607.625
662,284059.25
663,367181.4375
664,1215119.125
665,635551.0625
666,435371.59375
667,1557358.375
668,346743.4375
669,663119.375
670,323004.0625
671,669903.4375
672,613799.6875
673,195104.109375
674,401512.1875
675,396037.4375
676,702067.625
677,336396.75
678,350279.25
679,295800.1875
680,267384.6875
681,462115.4375
682,451680.96875
683,337774.90625
684,453136
685,280518
686,682651.75
687,599326.25
688,984102.6875
689,422034.65625
690,532157.3125
691,743967.0625
692,746329.6875
693,474676.625
694,406181.78125
695,352420.5
696,598640.5
697,745498.6875
698,264597.40625
699,865499.8125
700,253003.421875
701,513663.84375
702,536820
703,343683.1875
704,528705.8125
705,524895.5
706,217851.765625
707,258967.515625
708,299576.0625
709,418601
710,487163.9375
711,282132
712,338461.875
713,626803.125
714,2212134
715,395483.34375
716,414922.625
717,474989.5625
718,389536
719,304187.34375
720,227151.984375
721,550380.9375
722,319677.375
723,654185.5
724,370596.3125
725,431817.21875
726,867169.3125
727,710527.9375
728,515082.5
729,475008.0625
730,765057.1875
731,417800.9375
732,217700.96875
733,438040.375
734,381219.8125
735,303360.28125
736,564432
737,450218.1875
738,397441.125
739,505205.34375
740,622077.1875
741,607342
742,277320.09375
743,459388.5
744,200154.859375
745,222596.25
746,240264.890625
747,418950.0625
748,315188.375
749,344685.25
750,482140.46875
751,509969.25
752,550074.4375
753,650318
754,357348.9375
755,204341.828125
756,185433.890625
757,560931.9375
758,545546.625
759,530985.375
760,673395.1875
761,419884.875
762,412192.375
763,181304.734375
764,626583.1875
765,632386.125
766,209795.640625
767,224473.109375
768,1418864.125
769,1003482.5625
770,317333.0625
771,339696.75
772,503495.78125
773,711981.0625
774,1261340.875
775,435219.5
776,811761.9375
777,328946.0625
778,313067.1875
779,649429.3125
780,453047.875
781,1260539.125
782,496267
783,372778.9375
784,905270.1875
785,198575.484375
786,466363.375
787,753323.6875
788,690830.625
789,308535.625
790,438131.65625
791,526293.0625
792,360834.84375
793,258120.328125
794,369096.9375
795,509925.65625
796,254652.171875
797,307391.3125
798,546228.3125
799,345001.125
800,527331.3125
801,526708.3125
802,252801.203125
803,506392.40625
804,470406.5
805,385891.71875
806,892472.5625
807,297957.5
808,562229.0625
809,515297.6875
810,813577.8125
811,491247.9375
812,387780.59375
813,367047.09375
814,322559.40625
815,1024198.5625
816,643216.9375
817,281178.375
818,797563.25
819,358163.75
820,495763.375
821,910884.9375
822,485096.90625
823,355454.1875
824,292194.03125
825,561953.625
826,507896.6875
827,289195.875
828,1421867.5
829,295557.0625
830,654187.25
831,514906.3125
832,294642.34375
833,584360.8125
834,341377.125
835,285266.1875
836,1299047.25
837,677010.75
838,612016.6875
839,574700.5
840,427980.03125
841,345222.28125
842,212208.375
843,626441.4375
844,434823
845,541402.5625
846,1287830.875
847,463236.3125
848,347952
849,1214537.5
850,773974.3125
851,1808097.625
852,664205.0625
853,330967.28125
854,447203.28125
855,424850.71875
856,381009.59375
857,318424.09375
858,343266.4375
859,265649.375
860,652578.9375
861,834329.1875
862,468895.34375
863,1412372.25
864,204431.78125
865,1036344.9375
866,341660.96875
867,398519.78125
868,1449939.125
869,793243.3125
870,619489.8125
871,314454.625
872,226834.046875
873,231365.171875
874,286524.3125
875,313716.75
876,424030.8125
877,505030.9375
878,403920.4375
879,252669.359375
880,779194.8125
881,629391.375
882,378402.9375
883,697186.0625
884,311529.9375
885,735442.125
886,445868.59375
887,581795.3125
888,382425.5
889,531756.6875
890,492436.65625
891,243067.359375
892,706813.1875
893,235606.859375
894,368871.25
895,1378865.375
896,398206.3125
897,848062.8125
898,851440.5625
899,469020.09375
900,591801.3125
901,831547.5625
902,476771.0625
903,382513.25
904,1352548.625
905,464663.0625
906,289272.0625
907,738672.3125
908,810876.9375
909,664230.5625
910,938258.4375
911,849064.1875
912,390696.40625
913,779507.1875
914,694646.1875
915,304525.9375
916,370872.125
917,562369.8125
918,480009.75
919,647902
920,296136.90625
921,398992.78125
922,273608.84375
923,849996.9375
924,418732.71875
925,618284.5625
926,561098.0625
927,657871.9375
928,320719.09375
929,505774.78125
930,497434.5625
931,749041.5625
932,396073.875
933,234572.046875
934,367163.125
935,885106.5625
936,646229.25
937,466842.1875
938,437658.15625
939,399889.9375
940,321309.9375
941,736910.875
942,310988.5
943,506971.625
944,361932.625
945,700474.8125
946,875517.8125
947,499797.71875
948,830600.75
949,244093.59375
950,748819.875
951,402267.5625
952,427995.75
953,395436.3125
954,343192.4375
955,433914
956,544133.3125
957,440792.03125
958,973958.375
959,631724.0625
960,543223.1875
961,405211
962,316569.46875
963,244256.296875
964,227273.328125
965,595510.6875
966,218920.734375
967,560153.6875
968,509771.4375
969,489092.96875
970,4304636.5
971,342201.65625
972,375704.125
973,230170.671875
974,682915.6875
975,393154.84375
976,619969.875
977,187675.859375
978,341585.9375
979,841143.375
980,433703.03125
981,510413.125
982,352445.5625
983,603023
984,428472.21875
985,206854.734375
986,664026.0625
987,490145.71875
988,240874.15625
989,816126.1875
990,3785911.25
991,941635.1875
992,326745.9375
993,420770.40625
994,397239.28125
995,366952.625
996,775948.5
997,306644.25
998,214187.125
999,630037.75
1000,468902.25
1001,421452.25
1002,1007749.75
1003,329425.375
1004,542713.6875
1005,498070.625
1006,646229.0625
1007,673448.4375
1008,384938.40625
1009,605132.5
1010,420172.3125
1011,483521.4375
1012,622173.3125
1013,384555.0625
1014,538424.5625
1015,430201.03125
1016,348195.625
1017,302765.25
1018,650821.5625
1019,698322.625
1020,807145.6875
1021,439949.03125
1022,1098765
1023,739635.3125
1024,1127898.75
1025,1036891.3125
1026,231064.296875
1027,386981.125
1028,288440.46875
1029,574418.5
1030,623035.875
1031,407504.125
1032,712780.75
1033,306484
1034,444308.625
1035,375946.25
1036,594963.75
1037,646698.0625
1038,225698.203125
1039,209278.984375
1040,1061540.625
1041,490001.125
1042,328643.03125
1043,1109902.875
1044,368448
1045,772941.4375
1046,247777.625
1047,651634.625
1048,577440.25
1049,340875.125
1050,243141.84375
1051,2675634.5
1052,563170.9375
1053,585788.125
1054,434904.875
1055,1318148.625
1056,535036.6875
1057,562759.5
1058,311063.03125
1059,531742.4375
1060,833113.5
1061,419110.6875
1062,435027.53125
1063,291123.9375
1064,394090.75
1065,506337.09375
1066,583424.875
1067,488518.5625
1068,559626.1875
1069,352543.6875
1070,300018.65625
1071,309817.3125
1072,250755.953125
1073,725442.9375
1074,774536.1875
1075,448410.78125
1076,420102.625
1077,782972.4375
1078,625480.625
1079,435950.0625
1080,449396.75
1081,1143430.125
1082,548927.8125
1083,900786.3125
1084,476577.28125
1085,205867.84375
1086,311937.09375
1087,552225.25
1088,495480.21875
1089,616391.0625
1090,494760.125
1091,344371.8125
1092,322982.8125
1093,232492.203125
1094,184717.921875
1095,1347691.625
1096,278473.125
1097,475423.21875
1098,306676.9375
1099,478076.84375
1100,632847.875
1101,649321.9375
1102,592443.4375
1103,681459.5625
1104,375155.375
1105,237813
1106,241734.921875
1107,555865.1875
1108,442052.125
1109,1035426.9375
1110,550427.4375
1111,741386.1875
1112,536222.625
1113,298718.5625
1114,254274.4375
1115,478287
1116,291986.125
1117,497993.46875
1118,518732.875
1119,370071.625
1120,202564.75
1121,344572.0625
1122,569658.125
1123,295709.21875
1124,485766.84375
1125,390229.75
1126,908446.9375
1127,676200.4375
1128,500670.625
1129,1472155.5
1130,320694.8125
1131,428898.15625
1132,717970.1875
1133,400517.84375
1134,400079.28125
1135,487114.59375
1136,464848.375
1137,332639.96875
1138,442197.625
1139,510666.375
1140,792876.6875
1141,680642
1142,1089261.625
1143,245692.328125
1144,334309.3125
1145,1027012.375
1146,476184.4375
1147,414359.4375
1148,1523708.375
1149,365625
1150,769767.1875
1151,624884.1875
1152,379293.125
1153,384593.1875
1154,628311.9375
1155,1207088.25
1156,592019.3125
1157,696464.875
1158,351508.96875
1159,625669.4375
1160,459044.4375
1161,383159.6875
1162,336099.3125
1163,371390.5625
1164,293703.90625
1165,252893.09375
1166,369325.8125
1167,1242715.125
1168,376648.21875
1169,515104.9375
1170,2826067.25
1171,549365.75
1172,1186871.125
1173,279463.3125
1174,229564.3125
1175,232029.40625
1176,346412.1875
1177,292604.4375
1178,261776.5625
1179,292765.4375
1180,741330.4375
1181,278002.78125
1182,436271.6875
1183,361560.375
1184,516427.1875
1185,434629.625
1186,217076.828125
1187,443391.5
1188,643341.0625
1189,452485.6875
1190,335608.6875
1191,579471.1875
1192,227900.21875
1193,713226.5625
1194,868630.8125
1195,651387.3125
1196,455930.75
1197,254121.3125
1198,270655.46875
1199,307811.3125
1200,735416.9375
1201,418220.5625
1202,1097817
1203,379312
1204,808666.6875
1205,544278.0625
1206,238230.078125
1207,338553.15625
1208,326056.84375
1209,1541347.875
1210,699013.8125
1211,551530.375
1212,529494.8125
1213,214485.546875
1214,315507.9375
1215,847030.1875
1216,733668.875
1217,952866.125
1218,464946.8125
1219,494566.625
1220,467038.8125
1221,482442.625
1222,275371.34375
1223,618776.8125
1224,252281.90625
1225,377941.46875
1226,1396573.75
1227,498977.0625
1228,281616.4375
1229,908458.625
1230,581706
1231,417636
1232,970605.4375
1233,560982.875
1234,445859
1235,439817.125
1236,327000.9375
1237,345974.8125
1238,594468.6875
1239,604607.4375
1240,529992.625
1241,425199.1875
1242,580137.1875
1243,297639.8125
1244,255518.703125
1245,354616.75
1246,930356.1875
1247,786300.8125
1248,262511.90625
1249,253994.90625
1250,1469306.375
1251,956333.375
1252,709218.4375
1253,704226.8125
1254,418307
1255,644884.25
1256,702463.5625
1257,1162609.75
1258,1707402.125
1259,515381.5
1260,394856.875
1261,365776.34375
1262,1977057
1263,265830.125
1264,448570.125
1265,389058.875
1266,257593.140625
1267,421086.09375
1268,368545.125
1269,706997.3125
1270,270301.90625
1271,840611.8125
1272,397488.75
1273,438487.40625
1274,443745.0625
1275,631463.1875
1276,869863.8125
1277,359551.1875
1278,384283.875
1279,699950.5625
1280,732726.3125
1281,369715.5625
1282,779357.1875
1283,734783.0625
1284,307379.3125
1285,649382.75
1286,395759.875
1287,482134.9375
1288,832979.4375
1289,289031.75
1290,322599.75
1291,298352.125
1292,179238.765625
1293,254264.625
1294,1299026.125
1295,763667.25
1296,287208.09375
1297,567557.375
1298,533496.1875
1299,392091.09375
1300,388193.875
1301,375631.6875
1302,431371.65625
1303,515694.59375
1304,584314.75
1305,373748.78125
1306,208347.140625
1307,547252
1308,745979.0625
1309,441596.96875
1310,961601.6875
1311,1179361.625
1312,423377.8125
1313,184279.765625
1314,379276.125
1315,1192703
1316,542285.5625
1317,419174.96875
1318,596179.0625
1319,297546.59375
1320,861211
1321,417024.3125
1322,400129.9375
1323,260074.5
1324,480658.53125
1325,472506.59375
1326,769055.0625
1327,461117.59375
1328,594613.5625
1329,798796.5
1330,1510281.875
1331,269033.5
1332,514203.0625
1333,475265.28125
1334,398020.4375
1335,395429.5625
1336,820028.1875
1337,2745842
1338,451145.9375
1339,889469.9375
1340,289593.375
1341,322872.6875
1342,318591.25
1343,360089.75
1344,681215.8125
1345,267449.5625
1346,199853.234375
1347,575819.875
1348,479777
1349,268863.1875
1350,654135.5625
1351,387083.5
1352,509519.9375
1353,266994.71875
1354,636173.125
1355,577307.1875
1356,394777.3125
1357,423125.78125
1358,190550.921875
1359,273140.5
1360,616506.5625
1361,779602.1875
1362,368864.625
1363,432356.40625
1364,481249.1875
1365,862023.0625
1366,405673.5625
1367,489876.25
1368,209613.328125
1369,394306.09375
1370,289452.53125
1371,585545.3125
1372,631315.25
1373,399928.25
1374,481025.53125
1375,624859.375
